,junction,strand,label_5_prime,label_3_prime,position_off_5_prime,position_off_3_prime,transcripts,annotation
23623,chr17:57207423-57207531,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000177046.1', 'ENSMUST00000024988.14']",both sides
23624,chr17:57207619-57209238,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000177046.1', 'ENSMUST00000024988.14']",both sides
23625,chr17:57209290-57209410,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000177046.1', 'ENSMUST00000024988.14']",both sides
23626,chr17:57209501-57209588,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000177046.1', 'ENSMUST00000024988.14']",both sides
23627,chr17:57209648-57210164,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000024988.14'],both sides
23628,chr17:57210210-57221027,-,unannotated on 5',unannotated on 3',,,[],none
23629,chr17:57210323-57211571,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000024988.14'],both sides
23630,chr17:57211735-57212604,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000024988.14'],both sides
23631,chr17:57212761-57213765,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000024988.14'],both sides
23632,chr17:57213864-57214675,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000024988.14'],both sides
23633,chr17:57214835-57215113,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000024988.14'],both sides
23634,chr17:57215189-57215728,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000024988.14'],both sides
23635,chr17:57215750-57227991,-,unannotated on 5',unannotated on 3',,,[],none
23636,chr17:57215932-57217084,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000024988.14', 'ENSMUST00000176457.1']",both sides
23637,chr17:57217171-57217265,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000024988.14', 'ENSMUST00000176457.1']",both sides
23638,chr17:57217332-57218458,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000024988.14', 'ENSMUST00000176457.1']",both sides
23639,chr17:57218581-57226860,-,unannotated on 5',unannotated on 3',,,[],none
23640,chr17:57218671-57218797,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000024988.14', 'ENSMUST00000176457.1']",both sides
23641,chr17:57218940-57219539,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000024988.14', 'ENSMUST00000176457.1']",both sides
23642,chr17:57219625-57220093,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000024988.14'],both sides
23643,chr17:57220202-57220972,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000024988.14'],both sides
23644,chr17:57221173-57221322,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000024988.14'],both sides
23645,chr17:57221394-57221888,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000024988.14'],both sides
23646,chr17:57222018-57222195,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000024988.14', 'ENSMUST00000177425.1']",both sides
23647,chr17:57222351-57222788,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000024988.14', 'ENSMUST00000177425.1']",both sides
23648,chr17:57222995-57223120,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000024988.14'],both sides
23649,chr17:57223330-57223830,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000024988.14'],both sides
23650,chr17:57223977-57224062,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000024988.14'],both sides
23651,chr17:57224178-57224286,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000024988.14'],both sides
23652,chr17:57224413-57224643,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000024988.14'],both sides
23653,chr17:57224746-57224852,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000024988.14'],both sides
23654,chr17:57224943-57225034,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000024988.14'],both sides
23655,chr17:57225117-57225215,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000024988.14'],both sides
23656,chr17:57225310-57225996,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000024988.14'],both sides
23657,chr17:57226067-57226165,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000024988.14'],both sides
23658,chr17:57226331-57226692,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000024988.14'],both sides
23659,chr17:57226882-57227955,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000177046.1', 'ENSMUST00000024988.14']",both sides
23660,chr17:57243113-57244246,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000232778.1', 'ENSMUST00000233492.1', 'ENSMUST00000233568.1', 'ENSMUST00000005975.7']",both sides
23661,chr17:57243134-57244246,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000232778.1', 'ENSMUST00000233492.1', 'ENSMUST00000233568.1', 'ENSMUST00000005975.7']",both sides
23662,chr17:57250857-57250954,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000224885.1', 'ENSMUST00000224152.1', 'ENSMUST00000224947.1', 'ENSMUST00000019631.10', 'ENSMUST00000225664.1']",both sides
23663,chr17:57250857-57253261,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000224885.1', 'ENSMUST00000224152.1', 'ENSMUST00000224947.1', 'ENSMUST00000019631.10', 'ENSMUST00000225664.1']",both sides
23664,chr17:57251011-57253261,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000224885.1', 'ENSMUST00000224152.1', 'ENSMUST00000224947.1', 'ENSMUST00000019631.10', 'ENSMUST00000225664.1']",both sides
23665,chr17:57255467-57256859,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000224947.1', 'ENSMUST00000224885.1', 'ENSMUST00000224152.1', 'ENSMUST00000019631.10']",both sides
23666,chr17:57255467-57257234,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000224947.1', 'ENSMUST00000224885.1', 'ENSMUST00000224152.1', 'ENSMUST00000019631.10']",both sides
23667,chr17:57257027-57257234,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000224885.1', 'ENSMUST00000224261.1', 'ENSMUST00000224152.1']",both sides
23668,chr17:57261788-57262353,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000224885.1', 'ENSMUST00000224152.1', 'ENSMUST00000224947.1', 'ENSMUST00000224904.1', 'ENSMUST00000019631.10']",both sides
23669,chr17:57261788-57262356,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000224885.1', 'ENSMUST00000224152.1', 'ENSMUST00000224947.1', 'ENSMUST00000224904.1', 'ENSMUST00000019631.10']",both sides
23670,chr17:5731574-5752691,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000089185.5'],both sides
23671,chr17:5731574-5752736,+,annotated on 5',unannotated on 3',0.0,,['ENSMUST00000089185.5'],one side
23672,chr17:57361734-57401904,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000004850.7', 'ENSMUST00000086763.12', 'ENSMUST00000233376.1', 'ENSMUST00000233840.1']",both sides
23673,chr17:57361734-57406833,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000004850.7', 'ENSMUST00000086763.12', 'ENSMUST00000233376.1', 'ENSMUST00000233840.1']",both sides
23674,chr17:57402051-57402500,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000004850.7', 'ENSMUST00000086763.12', 'ENSMUST00000232808.1', 'ENSMUST00000233840.1']",both sides
23675,chr17:57402656-57402741,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000004850.7', 'ENSMUST00000086763.12', 'ENSMUST00000232808.1', 'ENSMUST00000233840.1']",both sides
23676,chr17:57402861-57406833,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000004850.7', 'ENSMUST00000086763.12', 'ENSMUST00000233840.1']",both sides
23677,chr17:6008099-6009731,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000130661.1'],both sides
23678,chr17:6008110-6009731,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000115786.7', 'ENSMUST00000080283.12', 'ENSMUST00000115784.7', 'ENSMUST00000115788.7', 'ENSMUST00000115789.7', 'ENSMUST00000115785.7', 'ENSMUST00000115787.7', 'ENSMUST00000142409.7', 'ENSMUST00000115791.9', 'ENSMUST00000134767.7', 'ENSMUST00000232567.1', 'ENSMUST00000115790.7', 'ENSMUST00000061091.13']",both sides
23679,chr17:6028586-6029699,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000154114.7', 'ENSMUST00000126881.1', 'ENSMUST00000080283.12', 'ENSMUST00000115784.7', 'ENSMUST00000115788.7', 'ENSMUST00000115789.7', 'ENSMUST00000115785.7', 'ENSMUST00000115787.7', 'ENSMUST00000115791.9', 'ENSMUST00000134767.7', 'ENSMUST00000115790.7', 'ENSMUST00000061091.13']",both sides
23680,chr17:6028586-6032696,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000154114.7', 'ENSMUST00000126881.1', 'ENSMUST00000080283.12', 'ENSMUST00000115784.7', 'ENSMUST00000115788.7', 'ENSMUST00000115789.7', 'ENSMUST00000115785.7', 'ENSMUST00000115787.7', 'ENSMUST00000115791.9', 'ENSMUST00000134767.7', 'ENSMUST00000115790.7', 'ENSMUST00000061091.13']",both sides
23681,chr17:6029834-6032696,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000115790.7', 'ENSMUST00000115791.9', 'ENSMUST00000061091.13', 'ENSMUST00000134767.7']",both sides
23682,chr17:6035559-6037383,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000154114.7', 'ENSMUST00000126881.1', 'ENSMUST00000080283.12', 'ENSMUST00000115788.7', 'ENSMUST00000115789.7', 'ENSMUST00000115785.7', 'ENSMUST00000115787.7', 'ENSMUST00000115791.9', 'ENSMUST00000134767.7', 'ENSMUST00000115790.7', 'ENSMUST00000061091.13']",both sides
23683,chr17:6035559-6043953,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000154114.7', 'ENSMUST00000126881.1', 'ENSMUST00000080283.12', 'ENSMUST00000115788.7', 'ENSMUST00000115789.7', 'ENSMUST00000115785.7', 'ENSMUST00000115787.7', 'ENSMUST00000115791.9', 'ENSMUST00000134767.7', 'ENSMUST00000115790.7', 'ENSMUST00000061091.13']",both sides
23684,chr17:6036505-6037383,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000126881.1'],both sides
23685,chr17:6106582-6121827,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000142030.7', 'ENSMUST00000151732.1', 'ENSMUST00000149838.7']",both sides
23686,chr17:6106996-6121827,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000146758.7', 'ENSMUST00000149756.7', 'ENSMUST00000152672.1']",both sides
23687,chr17:6106996-6137210,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000146758.7', 'ENSMUST00000149756.7', 'ENSMUST00000152672.1']",both sides
23688,chr17:6118366-6121827,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000145340.7', 'ENSMUST00000144124.1', 'ENSMUST00000151732.1']",both sides
23689,chr17:6121655-6225649,+,unannotated on 5',unannotated on 3',,,[],none
23690,chr17:6121954-6225912,+,unannotated on 5',unannotated on 3',,,[],none
23691,chr17:6122344-6124170,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000126982.7', 'ENSMUST00000144124.1', 'ENSMUST00000149838.7']",both sides
23692,chr17:6122344-6124479,+,annotated on 5',unannotated on 3',0.0,,"['ENSMUST00000126982.7', 'ENSMUST00000144124.1', 'ENSMUST00000149838.7']",one side
23693,chr17:6122344-6124656,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000126982.7', 'ENSMUST00000144124.1', 'ENSMUST00000149838.7']",both sides
23694,chr17:6122344-6137210,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000126982.7', 'ENSMUST00000144124.1', 'ENSMUST00000149838.7']",both sides
23695,chr17:6124248-6124479,+,annotated on 5',unannotated on 3',0.0,,['ENSMUST00000144124.1'],one side
23696,chr17:6124248-6124656,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000144124.1'],both sides
23697,chr17:6131738-6132308,+,unannotated on 5',unannotated on 3',,,[],none
23698,chr17:6131738-6132312,+,unannotated on 5',unannotated on 3',,,[],none
23699,chr17:6131749-6132310,+,unannotated on 5',unannotated on 3',,,[],none
23700,chr17:6131777-6131870,+,unannotated on 5',unannotated on 3',,,[],none
23701,chr17:6131777-6132018,+,unannotated on 5',unannotated on 3',,,[],none
23702,chr17:6131777-6132312,+,unannotated on 5',unannotated on 3',,,[],none
23703,chr17:6131777-6132400,+,unannotated on 5',unannotated on 3',,,[],none
23704,chr17:6131787-6132316,+,unannotated on 5',unannotated on 3',,,[],none
23705,chr17:6131793-6131952,+,unannotated on 5',unannotated on 3',,,[],none
23706,chr17:6131793-6132325,+,unannotated on 5',unannotated on 3',,,[],none
23707,chr17:6131793-6132400,+,unannotated on 5',unannotated on 3',,,[],none
23708,chr17:6131801-6132515,+,unannotated on 5',unannotated on 3',,,[],none
23709,chr17:6131809-6132050,+,unannotated on 5',unannotated on 3',,,[],none
23710,chr17:6131809-6132066,+,unannotated on 5',unannotated on 3',,,[],none
23711,chr17:6131809-6132333,+,unannotated on 5',unannotated on 3',,,[],none
23712,chr17:6131909-6132458,+,unannotated on 5',unannotated on 3',,,[],none
23713,chr17:6132006-6132515,+,unannotated on 5',unannotated on 3',,,[],none
23714,chr17:6132036-6132325,+,unannotated on 5',unannotated on 3',,,[],none
23715,chr17:6132106-6132467,+,unannotated on 5',unannotated on 3',,,[],none
23716,chr17:6132173-6132333,+,unannotated on 5',unannotated on 3',,,[],none
23717,chr17:6132173-6132505,+,unannotated on 5',unannotated on 3',,,[],none
23718,chr17:6132180-6132325,+,unannotated on 5',unannotated on 3',,,[],none
23719,chr17:6132606-6140856,-,unannotated on 5',unannotated on 3',,,[],none
23720,chr17:6132609-6140856,-,unannotated on 5',unannotated on 3',,,[],none
23721,chr17:6139156-6176828,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000141059.1', 'ENSMUST00000039655.2']",both sides
23722,chr17:6176957-6185136,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000141059.1', 'ENSMUST00000142030.7', 'ENSMUST00000149756.7', 'ENSMUST00000039655.2']",both sides
23723,chr17:6185298-6198671,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000141059.1', 'ENSMUST00000142030.7', 'ENSMUST00000149756.7', 'ENSMUST00000039655.2']",both sides
23724,chr17:6198852-6201699,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000141059.1', 'ENSMUST00000142030.7', 'ENSMUST00000149756.7', 'ENSMUST00000039655.2']",both sides
23725,chr17:6201834-6206890,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000141059.1', 'ENSMUST00000142030.7', 'ENSMUST00000149756.7', 'ENSMUST00000039655.2']",both sides
23726,chr17:6207057-6213383,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000141059.1', 'ENSMUST00000149756.7', 'ENSMUST00000039655.2']",both sides
23727,chr17:6213608-6214634,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000141059.1', 'ENSMUST00000149756.7', 'ENSMUST00000039655.2']",both sides
23728,chr17:6214869-6219367,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000141059.1', 'ENSMUST00000149756.7', 'ENSMUST00000039655.2']",both sides
23729,chr17:6219512-6222303,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000141059.1', 'ENSMUST00000149756.7', 'ENSMUST00000039655.2']",both sides
23730,chr17:6222448-6224151,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000141059.1', 'ENSMUST00000149756.7', 'ENSMUST00000039655.2']",both sides
23731,chr17:6224245-6229334,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000149756.7', 'ENSMUST00000039655.2']",both sides
23732,chr17:6240552-6335619,-,unannotated on 5',unannotated on 3',,,[],none
23733,chr17:6254159-6324401,-,unannotated on 5',unannotated on 3',,,[],none
23734,chr17:6254587-6323819,-,unannotated on 5',unannotated on 3',,,[],none
23735,chr17:6303301-6304243,-,unannotated on 5',unannotated on 3',,,[],none
23736,chr17:6306598-6308637,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000232499.1', 'ENSMUST00000232591.1']",both sides
23737,chr17:6310660-6430196,+,unannotated on 5',unannotated on 3',,,[],none
23738,chr17:6310694-6435040,-,unannotated on 5',unannotated on 3',,,[],none
23739,chr17:6310694-6606644,-,unannotated on 5',unannotated on 3',,,[],none
23740,chr17:6310746-6311735,-,unannotated on 5',unannotated on 3',,,[],none
23741,chr17:6310943-6311292,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000232499.1', 'ENSMUST00000169415.2']",both sides
23742,chr17:6311370-6311708,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000232499.1', 'ENSMUST00000169415.2']",both sides
23743,chr17:6311750-6436195,-,unannotated on 5',unannotated on 3',,,[],none
23744,chr17:6311793-6435093,+,unannotated on 5',unannotated on 3',,,[],none
23745,chr17:6311793-6606697,+,unannotated on 5',unannotated on 3',,,[],none
23746,chr17:6311799-6436145,+,unannotated on 5',unannotated on 3',,,[],none
23747,chr17:6311799-6607749,+,unannotated on 5',unannotated on 3',,,[],none
23748,chr17:6311803-6436149,+,unannotated on 5',unannotated on 3',,,[],none
23749,chr17:6311832-6314916,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000232499.1', 'ENSMUST00000169415.2', 'ENSMUST00000232591.1']",both sides
23750,chr17:6314958-6317373,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000232499.1', 'ENSMUST00000169415.2', 'ENSMUST00000232591.1']",both sides
23751,chr17:6316325-6492840,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000181052.1'],both sides
23752,chr17:6317409-6436022,-,unannotated on 5',unannotated on 3',,,[],none
23753,chr17:6317409-6607626,-,unannotated on 5',unannotated on 3',,,[],none
23754,chr17:6339717-6341718,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000231574.1'],both sides
23755,chr17:6344231-6351520,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000231574.1'],both sides
23756,chr17:6351664-6356846,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000231574.1'],both sides
23757,chr17:6356940-6358643,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000231574.1', 'ENSMUST00000232402.1']",both sides
23758,chr17:6358788-6361699,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000231574.1', 'ENSMUST00000232402.1']",both sides
23759,chr17:6375485-6378521,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000231438.1', 'ENSMUST00000232402.1']",both sides
23760,chr17:6378646-6381351,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000231438.1', 'ENSMUST00000232402.1']",both sides
23761,chr17:6381430-6383005,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000231438.1', 'ENSMUST00000232402.1']",both sides
23762,chr17:63864055-63896017,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000232945.1'],both sides
23763,chr17:63878142-63896017,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000233190.1'],both sides
23764,chr17:63973157-63981479,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000038080.6', 'ENSMUST00000232945.1', 'ENSMUST00000233190.1', 'ENSMUST00000000129.13']",both sides
23765,chr17:63973157-63981482,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000038080.6', 'ENSMUST00000232945.1', 'ENSMUST00000233190.1', 'ENSMUST00000000129.13']",both sides
23766,chr17:6397698-6408990,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000231438.1', 'ENSMUST00000232402.1']",both sides
23767,chr17:6409209-6411421,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000231438.1', 'ENSMUST00000232402.1']",both sides
23768,chr17:6426565-6597570,-,unannotated on 5',unannotated on 3',,,[],none
23769,chr17:6426962-6427767,-,unannotated on 5',unannotated on 3',,,[],none
23770,chr17:6426962-6599360,-,unannotated on 5',unannotated on 3',,,[],none
23771,chr17:6426962-6647194,-,unannotated on 5',unannotated on 3',,,[],none
23772,chr17:64293024-64297723,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000172818.7', 'ENSMUST00000172733.1', 'ENSMUST00000024888.14', 'ENSMUST00000024889.13']",both sides
23773,chr17:64293024-64308621,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000172818.7', 'ENSMUST00000172733.1', 'ENSMUST00000024888.14', 'ENSMUST00000232842.1', 'ENSMUST00000024889.13']",both sides
23774,chr17:64297909-64308621,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000172818.7', 'ENSMUST00000172733.1', 'ENSMUST00000024888.14', 'ENSMUST00000232842.1', 'ENSMUST00000024889.13']",both sides
23775,chr17:6430238-6431879,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000179569.2'],both sides
23776,chr17:6431921-6435007,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000179569.2'],both sides
23777,chr17:6435101-6436090,+,unannotated on 5',unannotated on 3',,,[],none
23778,chr17:6435131-6435469,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000179569.2'],both sides
23779,chr17:6435547-6435896,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000179569.2'],both sides
23780,chr17:6436074-6607676,+,unannotated on 5',unannotated on 3',,,[],none
23781,chr17:6436149-6650197,+,unannotated on 5',unannotated on 3',,,[],none
23782,chr17:6438035-6659055,+,unannotated on 5',unannotated on 3',,,[],none
23783,chr17:6438202-6439925,+,unannotated on 5',unannotated on 3',,,[],none
23784,chr17:6438843-6442203,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000167717.3', 'ENSMUST00000180035.7', 'ENSMUST00000188746.6', 'ENSMUST00000190059.6']",both sides
23785,chr17:6441478-6442203,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000167717.3', 'ENSMUST00000180035.7', 'ENSMUST00000188746.6', 'ENSMUST00000190059.6']",both sides
23786,chr17:6441816-6613752,-,annotated on 5',unannotated on 3',1.0,,['ENSMUST00000115772.5'],one side
23787,chr17:6442270-6442511,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000167717.3', 'ENSMUST00000180035.7', 'ENSMUST00000188746.6', 'ENSMUST00000190059.6']",both sides
23788,chr17:6442601-6443547,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000167717.3', 'ENSMUST00000180035.7', 'ENSMUST00000188746.6', 'ENSMUST00000190059.6']",both sides
23789,chr17:6442603-6443549,+,unannotated on 5',annotated on 3',,-1.0,[],one side
23790,chr17:6443630-6445311,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000167717.3', 'ENSMUST00000180035.7', 'ENSMUST00000188746.6', 'ENSMUST00000190059.6']",both sides
23791,chr17:6445363-6445770,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000167717.3', 'ENSMUST00000180035.7', 'ENSMUST00000188746.6', 'ENSMUST00000190059.6']",both sides
23792,chr17:6445873-6447344,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000167717.3', 'ENSMUST00000180035.7', 'ENSMUST00000188746.6', 'ENSMUST00000190059.6']",both sides
23793,chr17:6447402-6448524,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000167717.3', 'ENSMUST00000188746.6', 'ENSMUST00000190059.6']",both sides
23794,chr17:6448616-6448782,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000167717.3', 'ENSMUST00000180035.7', 'ENSMUST00000188746.6', 'ENSMUST00000190059.6']",both sides
23795,chr17:6448913-6449437,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000167717.3', 'ENSMUST00000180035.7', 'ENSMUST00000188746.6']",both sides
23796,chr17:6449519-6450456,+,annotated on 5',unannotated on 3',0.0,,['ENSMUST00000167717.3'],one side
23797,chr17:6449634-6451887,-,annotated on 5',unannotated on 3',1.0,,"['ENSMUST00000167717.3', 'ENSMUST00000188746.6']",one side
23798,chr17:6449634-6623645,-,unannotated on 5',unannotated on 3',,,[],none
23799,chr17:6451968-6452655,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000167717.3', 'ENSMUST00000188746.6']",both sides
23800,chr17:6452766-6457006,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000167717.3', 'ENSMUST00000188746.6']",both sides
23801,chr17:6457128-6458600,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000167717.3', 'ENSMUST00000188746.6']",both sides
23802,chr17:6458688-6460655,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000167717.3', 'ENSMUST00000188746.6']",both sides
23803,chr17:6460711-6466918,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000167717.3', 'ENSMUST00000188746.6']",both sides
23804,chr17:6467022-6477016,-,unannotated on 5',annotated on 3',,0.0,"['ENSMUST00000167717.3', 'ENSMUST00000188746.6']",one side
23805,chr17:6485587-6659055,+,unannotated on 5',unannotated on 3',,,[],none
23806,chr17:6511904-6513905,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000231996.1'],both sides
23807,chr17:6516418-6518541,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000231996.1'],both sides
23808,chr17:6518685-6523733,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000231996.1'],both sides
23809,chr17:6523827-6525530,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000231996.1'],both sides
23810,chr17:6525675-6528564,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000231996.1'],both sides
23811,chr17:6545521-6548228,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000231697.1'],both sides
23812,chr17:6548307-6549882,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000231697.1'],both sides
23813,chr17:65580672-65594993,-,unannotated on 5',unannotated on 3',,,[],none
23814,chr17:65580672-65594995,-,unannotated on 5',unannotated on 3',,,[],none
23815,chr17:65580847-65582579,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000024897.9', 'ENSMUST00000232686.1']",both sides
23816,chr17:65582753-65592290,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000024897.9', 'ENSMUST00000232686.1']",both sides
23817,chr17:65592371-65593439,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000024897.9', 'ENSMUST00000232686.1']",both sides
23818,chr17:65593543-65594901,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000024897.9', 'ENSMUST00000232686.1']",both sides
23819,chr17:6564492-6574278,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000231697.1'],both sides
23820,chr17:65667975-65696270,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000070673.8'],both sides
23821,chr17:65669511-66015486,-,unannotated on 5',unannotated on 3',,,[],none
23822,chr17:65696377-65697990,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000070673.8'],both sides
